Close,ClassificationValue
187.360001,1
187.169998,-1
187.309998,-1
188.100006,-1
188.830002,-1
188.929993,1
188.630005,1
187.910004,1
187.369995,1
187.270004,-1
188.240005,-1
188.25,1
186.899994,1
185.029999,1
183.690002,1
182.910004,1
182.880005,1
181.360001,-1
181.710007,-1
183.389999,1
182.050003,-1
184.300003,1
182.619995,1
180.660004,-1
181.289993,-1
182.080002,-1
185.070007,1
184.059998,-1
184.360001,1
183.220001,1
181.869995,1
181.869995,-1
182.520004,-1
182.779999,-1
184.279999,-1
186.369995,1
186.080002,-1
187.979996,1
187.660004,1
187.039993,1
186.960007,-1
188.039993,-1
189.089996,1
188.5,1
187.520004,-1
187.759995,-1
189.229996,-1
190.070007,1
189.820007,-1
191.529999,1
191.25,-1
192.369995,-1
192.759995,1
192.619995,-1
193.720001,-1
197.279999,-1
198.080002,1
197.100006,-1
199.059998,1
198.110001,-1
198.710007,1
198.669998,-1
198.990005,-1
201.410004,-1
201.520004,1
200.350006,-1
200.669998,-1
202.539993,1
202.169998,1
200.460007,-1
200.860001,-1
204.229996,1
203.880005,1
202.990005,-1
204.25,-1
204.389999,-1
206.309998,-1
206.729996,-1
209.940002,-1
212.020004,1
210.649994,1
209.809998,-1
210.020004,-1
210.940002,1
208.570007,1
207.139999,-1
207.649994,-1
209.610001,-1
210.679993,-1
211.279999,1
209.589996,-1
210.880005,1
210.649994,-1
213.800003,1
207.970001,1
206.110001,1
205.960007,-1
206.720001,1
206.639999,-1
208.259995,-1
209.169998,1
208.429993,1
207.529999,1
205.789993,1
203.490005,-1
204.25,-1
206.429993,-1
207.389999,-1
209.809998,-1
210.289993,1
209.330002,-1
211.779999,-1
213.960007,1
212.789993,-1
212.960007,-1
213.470001,-1
214.559998,-1
216.240005,1
215.919998,-1
215.970001,-1
217.399994,-1
219.759995,-1
222.449997,1
219.759995,-1
222.220001,-1
224.619995,1
224.339996,1
223.789993,-1
224.039993,-1
226.770004,-1
226.919998,1
225.419998,1
224.380005,1
224.339996,-1
225.130005,-1
225.570007,-1
226.580002,-1
231.690002,-1
232.539993,-1
233.190002,-1
236.550003,1
234.669998,-1
235.779999,1
235.600006,-1
236.539993,1
233.339996,-1
235.330002,1
234.720001,-1
237.300003,-1
238.970001,1
238.899994,1
235.139999,-1
235.710007,1
232.470001,1
228.690002,1
228.630005,-1
233.520004,-1
233.75,-1
236.440002,1
235.970001,-1
237.279999,-1
237.729996,-1
242.220001,-1
243.029999,1
242.380005,-1
244.740005,1
242.419998,1
241.75,-1
242.020004,-1
242.289993,-1
243.080002,1
240.509995,1
235.520004,1
235.160004,1
234.789993,-1
237.729996,1
237.240005,1
236.080002,-1
237.130005,-1
237.850006,1
237.580002,1
236.410004,-1
237.539993,1
234.429993,1
232.759995,-1
233.199997,-1
236.110001,1
235.449997,-1
240.119995,-1
241.350006,-1
244.75,-1
246.630005,-1
247.979996,1
247.350006,1
245.039993,-1
245.509995,1
243.940002,-1
245.649994,-1
245.669998,1
239.960007,1
239.580002,-1
241.130005,-1
241.490005,-1
245.729996,-1
246.130005,1
244.350006,-1
244.990005,1
244.059998,-1
247.580002,1
245.259995,-1
247.029999,-1
248.929993,1
248.740005,-1
249.600006,-1
250.839996,-1
252.039993,-1
252.699997,1
251.789993,1
244.050003,1
241.589996,-1
242.820007,-1
243.009995,1
242.220001,1
238.110001,1
233.660004,-1
235.009995,-1
236.070007,-1
236.360001,1
236.240005,-1
238.179993,-1
238.669998,1
237.949997,-1
240.220001,1
236.009995,1
234.550003,-1
236.589996,1
236.119995,1
234.910004,-1
235.990005,-1
237.029999,1
236.839996,-1
237.039993,1
236.880005,-1
240.679993,-1
243.339996,-1
245.669998,-1
246.25,-1
247.149994,-1
247.380005,1
246.509995,-1
249.770004,1
249.669998,-1
250.190002,1
247.809998,-1
252.839996,-1
253.300003,1
252.839996,-1
252.929993,1
248.520004,-1
250.080002,-1
253.830002,1
250.470001,1
248.139999,1
247.669998,1
247.059998,1
235.179993,1
230.669998,-1
231.940002,1
231.720001,1
231.679993,-1
232.309998,1
232.210007,-1
234.929993,-1
235.669998,-1
236.279999,1
231.830002,-1
232.229996,1
229.910004,-1
231.320007,-1
233.600006,-1
233.919998,1
233.710007,-1
234.779999,1
234.410004,-1
236.679993,1
235.850006,1
235.479996,-1
235.910004,1
235.369995,-1
238.800003,-1
239.529999,1
238.839996,1
235.970001,1
235.880005,-1
236.259995,-1
239.279999,1
238.259995,-1
238.770004,-1
239.259995,-1
240.940002,-1
243.710007,-1
243.979996,-1
245.800003,-1
246.199997,-1
246.580002,1
245.869995,1
245.770004,-1
246.130005,-1
247.080002,1
246.639999,1
243.020004,-1
244.5,1
243.210007,1
236.779999,-1
237.660004,-1
242.050003,-1
245.860001,-1
247.449997,-1
248.169998,-1
248.770004,-1
249.220001,1
249.050003,-1
254.0,1
253.850006,1
253.039993,1
251.169998,1
251.160004,1
249.279999,-1
250.960007,1
248.169998,1
247.350006,-1
248.210007,-1
250.039993,1
247.559998,1
246.779999,-1
249.729996,1
248.75,1
246.339996,-1
246.75,-1
246.919998,1
244.669998,1
243.369995,1
242.169998,-1
246.449997,-1
252.190002,-1
252.779999,-1
255.330002,-1
257.279999,-1
258.730011,-1
260.299988,1
259.950012,-1
262.640015,-1
265.48999,-1
266.279999,-1
269.339996,1
269.040009,1
267.839996,-1
273.910004,1
270.100006,1
269.609985,-1
273.75,-1
275.399994,1
274.23999,1
274.079987,-1
276.450012,1
275.98999,-1
279.640015,-1
281.160004,1
280.040009,1
278.160004,1
275.070007,-1
277.540009,1
275.619995,-1
279.700012,-1
285.48999,1
285.420013,-1
285.570007,1
285.480011,1
282.380005,-1
282.880005,-1
284.0,1
282.959991,-1
284.200012,1
283.0,-1
284.119995,-1
288.619995,-1
290.519989,-1
290.660004,1
288.299988,-1
290.859985,1
290.309998,-1
291.220001,1
289.890015,1
288.230011,-1
292.470001,-1
292.779999,-1
294.079987,-1
298.170013,-1
301.160004,-1
301.640015,1
300.380005,-1
300.929993,1
296.130005,1
289.200012,-1
291.700012,-1
292.380005,-1
293.630005,-1
300.410004,-1
301.950012,1
296.690002,-1
297.26001,1
292.859985,1
292.48999,1
285.619995,1
279.160004,-1
284.440002,-1
286.910004,1
286.089996,-1
293.070007,1
287.190002,1
286.820007,1
281.519989,-1
281.829987,-1
282.51001,-1
284.570007,-1
288.359985,1
288.029999,-1
289.359985,-1
295.339996,-1
295.470001,1
294.709991,1
293.369995,1
291.570007,-1
293.299988,-1
293.980011,-1
294.23999,1
287.429993,1
286.649994,1
279.619995,1
278.209991,-1
280.170013,-1
282.160004,-1
289.109985,1
288.730011,-1
290.76001,1
290.100006,1
289.829987,1
288.459991,-1
293.470001,-1
295.089996,1
293.450012,-1
296.720001,-1
297.279999,-1
297.470001,-1
298.730011,-1
301.619995,-1
303.140015,-1
304.76001,-1
304.809998,-1
305.690002,-1
306.970001,-1
309.649994,1
308.429993,1
306.859985,-1
308.959991,1
307.160004,-1
307.899994,1
304.0,1
302.940002,-1
305.630005,1
304.920013,-1
307.399994,-1
308.290009,1
307.519989,-1
308.369995,1
307.630005,-1
310.679993,1
310.420013,-1
312.700012,-1
314.589996,1
311.390015,1
308.549988,1
308.470001,1
307.809998,-1
309.269989,-1
310.649994,-1
312.329987,-1
315.649994,-1
318.049988,-1
318.660004,1
317.570007,1
316.230011,-1
318.450012,-1
322.089996,-1
323.0,-1
328.0,-1
333.329987,1
332.390015,-1
334.649994,1
333.98999,-1
334.109985,1
329.25,-1
329.829987,-1
334.839996,-1
335.899994,1
333.329987,-1
336.769989,1
334.570007,1
331.380005,1
327.040009,-1
329.799988,1
323.399994,1
321.679993,1
320.209991,1
316.700012,1
313.559998,-1
313.920013,-1
317.130005,-1
321.980011,-1
323.079987,1
317.73999,1
314.859985,-1
314.929993,1
314.859985,1
310.540009,-1
319.5,-1
321.190002,1
319.720001,-1
320.160004,-1
323.200012,1
321.690002,-1
321.829987,-1
327.329987,-1
328.070007,-1
328.079987,1
319.220001,1
318.540009,1
314.160004,1
311.070007,1
309.390015,-1
314.519989,1
305.230011,1
298.079987,1
282.700012,1
224.839996,-1
236.830002,-1
258.380005,1
248.25,1
248.220001,1
227.669998,-1
233.190002,-1
233.279999,-1
244.770004,-1
251.789993,-1
255.75,1
250.820007,1
248.960007,-1
254.479996,1
250.410004,1
243.169998,1
239.0,-1
241.899994,-1
248.520004,1
245.639999,-1
246.759995,1
243.039993,-1
245.550003,1
240.050003,-1
242.0,-1
242.990005,-1
246.389999,1
244.100006,1
240.339996,1
230.300003,-1
232.0,-1
233.449997,1
225.210007,1
223.919998,-1
228.759995,-1
234.910004,-1
238.889999,1
233.570007,-1
235.320007,-1
242.190002,-1
242.809998,-1
248.080002,1
242.979996,-1
249.160004,-1
249.539993,-1
249.949997,-1
253.160004,1
252.029999,1
245.570007,1
244.589996,-1
247.860001,1
247.080002,-1
255.940002,-1
258.630005,-1
258.890015,-1
261.070007,1
243.399994,-1
247.490005,1
245.419998,-1
245.809998,-1
245.880005,-1
252.050003,1
251.880005,1
249.320007,1
242.630005,-1
243.139999,-1
246.5,-1
252.169998,1
249.570007,1
249.380005,-1
253.289993,-1
257.070007,1
255.039993,-1
255.570007,1
252.210007,1
252.210007,1
250.960007,1
249.100006,-1
251.720001,-1
256.660004,1
255.949997,-1
257.630005,-1
259.829987,1
259.209991,1
257.910004,-1
261.609985,-1
265.640015,1
265.019989,1
264.429993,1
261.579987,-1
262.459991,-1
267.820007,1
267.220001,-1
267.980011,1
267.880005,1
267.299988,-1
267.380005,-1
269.429993,1
269.059998,1
263.839996,-1
264.940002,-1
266.369995,1
266.130005,-1
268.649994,-1
271.220001,1
271.119995,1
268.73999,-1
268.839996,-1
268.910004,1
263.350006,1
258.51001,1
258.059998,-1
260.070007,1
258.070007,-1
258.890015,1
256.089996,-1
258.51001,-1
265.48999,-1
266.160004,-1
269.429993,-1
270.160004,-1
271.369995,-1
271.579987,1
259.75,-1
259.769989,1
259.209991,1
257.920013,1
256.130005,-1
256.420013,-1
260.140015,-1
262.51001,-1
263.929993,1
263.799988,1
262.609985,1
261.329987,-1
261.559998,-1
263.0,1
260.320007,1
258.790009,1
257.480011,1
256.540009,-1
257.619995,1
253.309998,-1
253.850006,-1
256.779999,-1
258.709991,1
255.389999,1
251.350006,-1
252.570007,-1
253.020004,1
250.830002,-1
253.509995,-1
253.759995,-1
254.630005,1
253.419998,-1
262.160004,-1
266.690002,1
265.329987,-1
266.450012,-1
267.049988,1
265.170013,-1
271.519989,1
270.200012,-1
271.26001,-1
271.429993,-1
274.299988,-1
274.450012,1
269.769989,-1
270.679993,1
268.940002,-1
271.670013,-1
275.660004,1
274.820007,1
273.779999,1
269.059998,-1
272.309998,1
270.980011,-1
273.5,1
271.779999,-1
275.809998,1
272.019989,1
271.779999,1
270.019989,-1
270.549988,1
267.850006,-1
269.320007,-1
270.26001,-1
272.049988,1
270.51001,1
268.470001,-1
270.0,1
266.660004,1
263.5,-1
264.679993,-1
265.190002,1
262.5,-1
266.019989,-1
272.019989,-1
272.209991,1
272.059998,-1
272.980011,1
271.929993,1
271.149994,1
269.980011,1
266.48999,1
261.899994,-1
262.75,1
262.549988,1
258.690002,-1
260.559998,-1
260.769989,-1
261.029999,1
260.23999,1
256.980011,-1
257.089996,-1
261.130005,1
259.179993,-1
259.679993,-1
262.329987,-1
262.51001,1
261.519989,1
258.350006,-1
264.480011,-1
265.589996,-1
265.869995,-1
265.880005,-1
266.839996,1
266.470001,-1
267.429993,-1
269.309998,1
268.130005,-1
270.649994,1
268.820007,-1
269.730011,-1
270.160004,1
269.179993,-1
269.76001,1
268.880005,1
268.26001,-1
269.079987,-1
272.589996,1
271.910004,1
271.380005,1
270.619995,-1
271.859985,-1
272.390015,-1
278.070007,-1
278.23999,1
277.929993,1
273.980011,-1
275.220001,-1
275.5,-1
276.410004,-1
279.380005,1
276.970001,-1
282.880005,-1
283.660004,1
282.279999,-1
282.380005,1
281.380005,1
277.279999,-1
278.529999,-1
278.970001,-1
279.059998,1
279.059998,-1
279.200012,1
276.309998,1
273.929993,-1
275.149994,1
273.329987,-1
273.690002,1
267.920013,1
267.720001,-1
268.339996,1
263.820007,-1
264.600006,-1
266.470001,1
266.220001,-1
267.209991,-1
269.0,1
267.230011,-1
268.640015,-1
270.910004,-1
273.700012,1
272.48999,1
271.809998,-1
274.929993,-1
277.589996,-1
278.130005,1
276.589996,-1
277.029999,1
276.519989,1
276.309998,1
275.309998,1
274.279999,-1
276.290009,-1
278.910004,1
277.470001,1
277.380005,1
276.869995,-1
277.869995,1
276.829987,-1
277.079987,-1
279.399994,1
277.720001,1
275.309998,-1
279.429993,-1
280.01001,-1
280.670013,-1
280.980011,1
280.380005,-1
282.01001,-1
283.170013,-1
283.869995,-1
284.140015,1
283.549988,-1
286.529999,-1
286.910004,1
286.630005,1
284.5,-1
288.48999,-1
289.140015,-1
291.690002,-1
293.820007,-1
294.98999,-1
297.470001,1
297.089996,1
296.839996,-1
296.970001,1
296.040009,-1
299.630005,1
298.649994,1
296.059998,1
292.019989,-1
292.540009,1
291.809998,-1
294.23999,-1
294.809998,-1
296.76001,1
295.980011,1
290.910004,-1
292.049988,1
287.130005,-1
287.820007,-1
288.859985,1
287.109985,-1
289.950012,-1
291.179993,-1
294.809998,1
293.869995,-1
294.079987,1
293.929993,1
292.880005,-1
295.320007,1
295.140015,-1
296.670013,-1
299.440002,1
292.690002,1
289.920013,-1
291.329987,1
290.48999,1
288.980011,-1
290.570007,-1
291.589996,-1
292.350006,-1
292.519989,-1
294.869995,-1
296.390015,1
295.309998,-1
296.23999,1
295.290009,-1
297.160004,1
297.109985,-1
298.48999,-1
298.98999,1
296.399994,-1
301.359985,-1
301.720001,-1
306.019989,-1
307.149994,1
306.190002,-1
309.609985,1
308.690002,1
306.75,-1
306.929993,-1
309.579987,-1
309.640015,1
309.119995,1
308.119995,-1
308.160004,1
307.769989,1
307.609985,1
306.0,1
305.190002,-1
305.799988,-1
306.950012,-1
313.839996,-1
316.160004,1
315.279999,-1
317.480011,-1
317.970001,-1
321.23999,-1
321.980011,1
318.320007,-1
319.140015,-1
319.170013,-1
321.589996,1
319.049988,-1
320.519989,-1
321.970001,-1
325.519989,1
322.029999,-1
324.23999,-1
326.950012,1
326.75,1
326.690002,1
326.23999,1
323.910004,1
323.829987,1
320.079987,-1
321.350006,-1
321.890015,1
321.25,1
320.480011,-1
322.320007,-1
328.0,1
326.600006,-1
328.440002,1
325.809998,1
319.679993,1
317.980011,-1
319.230011,-1
320.640015,-1
321.549988,-1
324.910004,-1
327.070007,-1
328.779999,-1
329.809998,-1
329.950012,-1
331.839996,-1
332.440002,1
331.350006,-1
335.730011,1
333.51001,-1
335.899994,1
333.670013,-1
333.880005,-1
338.049988,-1
341.98999,-1
342.149994,-1
346.079987,1
343.75,-1
344.339996,-1
344.73999,1
343.920013,-1
349.410004,1
349.350006,1
346.940002,-1
348.25,1
344.73999,1
343.059998,-1
344.709991,-1
345.660004,1
344.450012,-1
346.029999,1
340.670013,-1
341.190002,-1
344.700012,-1
351.519989,1
350.519989,-1
352.089996,1
349.839996,-1
350.649994,-1
351.450012,-1
353.730011,1
352.559998,1
349.23999,1
348.350006,-1
348.76001,1
347.660004,-1
348.700012,1
345.459991,1
343.160004,-1
345.059998,-1
346.730011,1
346.549988,1
346.470001,1
345.700012,-1
347.049988,1
344.230011,-1
344.329987,-1
345.100006,-1
348.600006,-1
349.149994,-1
350.869995,-1
354.709991,-1
356.940002,-1
356.970001,-1
358.779999,-1
359.799988,1
359.130005,1
356.98999,1
355.390015,1
333.649994,-1
342.850006,1
341.160004,-1
341.76001,-1
347.130005,-1
347.160004,1
344.829987,1
343.700012,1
342.5,1
337.929993,1
335.059998,-1
335.070007,-1
340.359985,-1
341.200012,1
338.480011,1
337.619995,1
332.609985,-1
334.809998,-1
338.149994,1
336.570007,-1
339.100006,-1
339.549988,1
337.98999,-1
340.540009,-1
340.579987,-1
341.609985,1
339.350006,-1
339.589996,-1
341.910004,-1
343.970001,-1
345.609985,-1
345.769989,1
343.600006,-1
345.98999,-1
350.630005,-1
351.410004,1
349.579987,1
348.549988,1
347.589996,-1
348.690002,1
348.559998,-1
351.730011,-1
352.75,1
350.929993,1
350.140015,1
343.690002,1
342.459991,-1
342.839996,-1
344.779999,-1
347.420013,1
346.809998,-1
348.809998,-1
350.670013,-1
353.399994,-1
359.690002,1
358.76001,1
355.670013,1
352.200012,-1
353.790009,1
349.619995,1
347.309998,-1
348.529999,1
339.929993,1
337.0,-1
340.75,1
337.399994,-1
338.190002,-1
339.149994,1
330.380005,-1
331.609985,1
330.26001,1
326.079987,1
325.799988,1
325.200012,1
322.980011,-1
329.079987,1
328.790009,-1
330.920013,-1
331.850006,1
329.660004,-1
333.75,1
332.959991,-1
333.619995,1
330.079987,-1
331.019989,-1
332.01001,-1
334.890015,1
332.720001,1
327.98999,1
327.670013,1
325.700012,1
324.149994,-1
328.670013,-1
330.26001,-1
331.890015,-1
332.73999,-1
335.540009,1
333.73999,-1
337.929993,1
336.950012,-1
340.269989,1
337.929993,-1
338.670013,1
336.0,-1
336.869995,-1
338.070007,-1
341.910004,-1
343.529999,1
341.570007,1
339.73999,1
335.690002,-1
337.220001,-1
337.630005,-1
341.5,-1
342.0,1
340.790009,1
339.940002,1
338.700012,-1
343.640015,1
341.089996,1
340.730011,1
340.079987,-1
341.369995,-1
342.070007,1
341.920013,-1
344.339996,-1
344.73999,1
344.679993,1
340.720001,1
338.089996,1
335.119995,1
331.049988,1
330.359985,-1
332.029999,-1
332.920013,1
329.109985,-1
330.799988,-1
332.25,-1
334.480011,-1
335.570007,-1
338.390015,-1
340.529999,-1
342.01001,-1
342.859985,-1
343.820007,-1
352.0,-1
354.75,1
354.279999,1
354.0,-1
354.470001,-1
354.640015,-1
358.0,-1
358.429993,-1
359.290009,1
358.410004,1
354.579987,-1
360.649994,-1
360.859985,-1
361.230011,-1
363.160004,-1
367.399994,1
366.640015,1
364.959991,1
363.149994,1
358.709991,-1
361.630005,-1
366.25,1
364.899994,1
362.899994,-1
362.910004,1
356.880005,-1
358.470001,-1
359.100006,-1
360.470001,1
355.429993,1
352.309998,1
352.059998,-1
355.140015,-1
357.630005,-1
358.019989,-1
359.540009,-1
360.160004,1
355.679993,-1
358.420013,-1
359.519989,1
356.48999,-1
361.230011,-1
365.440002,-1
367.309998,-1
368.950012,1
367.519989,1
364.220001,-1
365.320007,1
361.609985,1
355.309998,-1
355.790009,-1
357.089996,1
355.910004,1
353.440002,-1
355.549988,-1
356.149994,1
355.519989,1
351.480011,1
344.859985,1
334.429993,-1
334.829987,-1
338.350006,-1
339.940002,1
335.519989,-1
338.839996,-1
339.390015,-1
340.059998,1
332.390015,1
327.829987,-1
328.51001,1
321.859985,1
316.549988,1
307.059998,-1
311.51001,-1
321.440002,1
321.339996,-1
324.190002,1
318.709991,-1
322.559998,-1
323.089996,-1
324.390015,1
320.459991,-1
323.399994,1
321.630005,1
321.040009,-1
322.540009,1
318.649994,1
316.829987,-1
317.769989,-1
318.600006,1
316.600006,1
311.480011,1
311.320007,1
304.589996,-1
308.26001,1
305.059998,1
300.970001,-1
306.049988,-1
314.940002,-1
315.209991,1
311.399994,-1
312.690002,1
311.5,-1
313.480011,1
305.100006,1
300.390015,1
295.459991,-1
300.029999,-1
303.230011,1
298.920013,1
298.76001,-1
305.73999,-1
312.480011,-1
314.76001,1
312.359985,-1
312.600006,1
310.170013,1
304.709991,1
301.880005,-1
304.059998,1
304.0,-1
307.019989,-1
311.850006,-1
314.589996,1
311.619995,1
306.01001,-1
307.609985,-1
313.73999,-1
319.480011,1
317.670013,-1
320.399994,1
317.019989,-1
317.119995,-1
319.339996,1
315.309998,-1
316.029999,1
315.100006,-1
316.51001,-1
318.100006,1
317.950012,1
316.420013,-1
322.220001,-1
324.100006,-1
326.350006,-1
329.920013,1
329.070007,1
327.75,-1
328.890015,1
326.440002,-1
330.190002,1
329.339996,1
326.820007,1
326.019989,-1
330.049988,-1
330.200012,1
330.119995,-1
331.75,1
329.899994,-1
330.850006,1
328.290009,-1
328.720001,-1
330.220001,1
326.450012,1
321.910004,1
321.0,1
315.440002,1
314.899994,1
311.48999,-1
314.529999,-1
315.230011,1
312.48999,-1
313.730011,-1
316.170013,-1
327.970001,-1
332.230011,1
331.059998,1
328.309998,-1
330.209991,-1
334.779999,-1
336.070007,1
336.029999,1
335.839996,-1
340.910004,-1
343.929993,1
343.049988,-1
348.339996,-1
351.26001,-1
358.070007,1
356.519989,-1
359.350006,-1
368.579987,1
365.5,-1
369.019989,1
364.220001,-1
369.059998,-1
369.390015,1
365.140015,1
364.970001,-1
365.649994,-1
367.26001,1
362.809998,-1
367.73999,1
367.070007,-1
370.470001,1
369.329987,-1
376.720001,1
376.170013,1
375.910004,1
374.950012,1
372.959991,1
370.029999,-1
374.570007,1
373.5,-1
373.589996,1
372.109985,1
366.589996,-1
367.920013,1
366.579987,-1
367.480011,-1
369.829987,-1
376.299988,1
375.350006,1
375.220001,1
371.299988,-1
379.5,1
378.940002,-1
379.769989,1
375.359985,-1
378.660004,1
373.559998,1
373.149994,-1
377.630005,-1
380.399994,-1
381.190002,-1
387.619995,-1
390.450012,1
388.459991,1
384.200012,1
380.950012,-1
381.76001,-1
382.76001,1
379.25,1
379.019989,1
373.660004,-1
375.339996,-1
380.290009,-1
380.519989,-1
380.799988,1
380.079987,1
377.320007,-1
378.51001,-1
383.25,1
375.73999,-1
376.76001,1
371.619995,1
368.570007,-1
372.190002,-1
372.390015,1
372.279999,-1
375.350006,-1
376.190002,1
374.959991,-1
377.48999,-1
381.940002,-1
382.790009,-1
386.959991,-1
389.829987,1
388.059998,1
387.73999,1
385.089996,1
383.630005,1
379.429993,1
378.570007,-1
381.049988,1
376.649994,-1
377.630005,-1
382.290009,1
380.130005,1
378.589996,1
375.089996,-1
375.420013,-1
377.75,1
370.940002,1
370.649994,-1
371.589996,-1
374.399994,1
371.160004,-1
377.920013,1
377.470001,1
373.329987,-1
374.079987,-1
377.940002,1
376.109985,1
375.73999,-1
376.970001,-1
380.25,-1
382.390015,1
381.540009,1
381.179993,-1
385.369995,1
384.220001,1
382.880005,1
379.420013,1
378.640015,-1
380.959991,1
380.929993,-1
383.149994,-1
386.690002,-1
387.809998,1
387.119995,-1
387.179993,1
385.059998,-1
390.619995,1
390.559998,1
389.320007,1
387.119995,-1
388.019989,-1
389.619995,-1
389.899994,1
389.329987,1
385.579987,1
376.470001,-1
379.429993,-1
390.589996,-1
391.329987,-1
394.170013,1
393.850006,1
393.059998,-1
396.640015,1
396.470001,1
395.429993,1
392.149994,1
389.970001,1
389.140015,1
389.100006,1
388.570007,1
384.559998,-1
385.089996,-1
387.339996,1
383.589996,-1
385.779999,1
385.5,-1
386.940002,-1
387.559998,-1
387.920013,1
385.920013,-1
387.709991,1
386.880005,1
386.48999,1
385.899994,-1
387.859985,-1
389.200012,1
388.26001,1
384.470001,1
381.25,1
379.5,-1
380.670013,1
376.799988,-1
380.549988,-1
381.450012,-1
386.470001,-1
391.01001,-1
392.799988,1
391.920013,-1
392.5,1
390.019989,1
387.829987,-1
387.940002,1
385.070007,1
384.200012,-1
389.519989,-1
391.480011,-1
392.959991,1
392.450012,1
391.320007,1
390.279999,1
388.709991,-1
389.970001,-1
393.720001,1
392.890015,-1
393.119995,-1
396.73999,-1
397.410004,1
397.149994,1
382.619995,-1
385.23999,1
379.420013,1
378.529999,-1
380.059998,1
376.140015,1
375.339996,-1
377.959991,1
376.549988,1
375.220001,-1
381.399994,1
380.959991,1
380.070007,1
377.390015,-1
379.100006,1
378.26001,1
377.899994,1
377.700012,-1
381.549988,-1
384.470001,1
384.459991,1
382.73999,-1
383.480011,1
382.519989,-1
387.040009,-1
396.820007,-1
399.329987,-1
404.839996,-1
406.459991,-1
415.140015,-1
417.089996,-1
417.26001,-1
419.339996,1
417.959991,1
417.399994,-1
418.100006,1
417.609985,1
415.100006,1
414.339996,-1
420.440002,-1
420.769989,1
418.209991,-1
418.859985,1
416.359985,1
412.640015,-1
418.130005,1
414.959991,-1
415.480011,1
414.98999,1
414.959991,1
410.339996,-1
411.619995,1
408.779999,-1
409.529999,-1
413.850006,1
413.839996,1
413.820007,1
411.089996,-1
413.769989,1
413.76001,-1
417.130005,1
413.690002,1
412.480011,1
407.380005,-1
408.26001,-1
413.899994,1
411.429993,-1
412.269989,1
410.450012,-1
415.350006,1
413.859985,1
412.700012,1
412.450012,-1
412.850006,1
409.329987,1
406.51001,1
404.440002,-1
405.209991,-1
406.890015,1
404.029999,1
403.890015,-1
405.839996,-1
406.390015,-1
409.579987,1
409.149994,-1
409.799988,-1
411.299988,1
409.910004,1
408.880005,1
407.519989,-1
407.859985,1
403.5,1
403.0,-1
403.690002,-1
404.230011,1
400.5,-1
401.549988,-1
405.589996,1
398.059998,1
394.5,-1
400.640015,-1
404.290009,-1
406.079987,-1
412.390015,-1
416.279999,1
416.040009,1
410.179993,-1
410.26001,1
409.809998,-1
411.600006,1
409.019989,1
408.450012,-1
409.109985,-1
412.019989,-1
414.950012,1
412.529999,-1
416.910004,1
416.839996,1
416.790009,1
415.850006,-1
416.049988,-1
418.48999,1
416.290009,-1
416.450012,1
413.140015,1
410.089996,-1
412.809998,-1
416.369995,1
415.390015,1
412.600006,-1
414.019989,1
411.410004,-1
412.170013,-1
416.73999,1
415.350006,-1
417.299988,1
413.5,-1
414.589996,1
413.26001,-1
413.480011,1
413.359985,1
410.059998,1
407.25,-1
409.049988,-1
409.76001,-1
410.290009,1
408.320007,1
402.26001,1
400.959991,-1
403.670013,1
403.399994,-1
404.040009,1
403.839996,1
403.119995,-1
403.450012,-1
408.940002,1
408.140015,-1
412.880005,1
411.769989,-1
413.839996,1
409.160004,-1
410.279999,-1
414.230011,-1
414.619995,-1
414.869995,-1
417.679993,1
417.100006,-1
417.540009,1
415.619995,1
413.75,-1
413.76001,1
410.929993,-1
412.079987,1
411.600006,1
411.540009,-1
417.519989,-1
422.230011,-1
423.920013,-1
424.209991,-1
425.089996,1
424.359985,1
422.190002,1
420.589996,1
418.880005,-1
419.420013,1
418.899994,1
417.779999,1
417.730011,-1
419.910004,-1
420.73999,-1
421.339996,1
418.190002,-1
418.26001,1
414.850006,1
410.720001,-1
411.609985,-1
413.51001,-1
413.529999,-1
414.839996,1
414.029999,-1
416.070007,-1
417.980011,1
417.980011,1
417.079987,1
414.440002,-1
416.359985,-1
419.950012,1
419.579987,-1
425.269989,1
419.769989,-1
419.920013,-1
419.929993,-1
422.929993,1
422.140015,1
417.140015,-1
417.440002,-1
418.470001,1
414.350006,-1
416.619995,-1
416.799988,-1
417.799988,1
416.290009,1
410.470001,1
407.570007,1
407.179993,1
404.25,-1
407.75,1
402.660004,-1
407.440002,-1
409.299988,-1
409.369995,-1
409.600006,-1
411.730011,-1
414.980011,-1
415.480011,-1
415.670013,1
414.899994,1
414.100006,-1
418.160004,-1
418.48999,-1
420.130005,-1
420.859985,1
418.679993,-1
422.75,1
419.920013,1
417.109985,-1
418.339996,1
417.579987,-1
418.589996,-1
418.619995,-1
422.200012,-1
422.869995,1
422.429993,1
420.679993,1
419.269989,-1
422.850006,-1
423.609985,-1
426.649994,1
425.119995,-1
427.589996,-1
429.190002,-1
430.160004,-1
431.350006,1
430.779999,1
429.890015,-1
429.910004,-1
432.059998,-1
435.309998,-1
436.98999,1
435.649994,1
434.640015,1
433.730011,1
432.839996,1
432.570007,1
431.519989,-1
435.429993,-1
441.279999,1
440.700012,1
440.309998,1
439.029999,-1
439.769989,1
439.149994,1
437.980011,-1
438.820007,1
435.709991,1
435.380005,1
434.339996,-1
434.519989,1
430.730011,1
