Close,ClassificationValue
89.830002,-1
89.949997,-1
90.040001,1
89.370003,1
88.169998,1
87.620003,1
86.790001,1
85.690002,1
85.019997,-1
85.75,-1
86.769997,1
86.239998,1
85.900002,-1
86.330002,-1
87.010002,1
86.099998,-1
86.940002,1
86.730003,1
86.540001,1
86.470001,1
86.370003,-1
87.440002,-1
87.760002,-1
88.029999,1
87.989998,-1
89.349998,1
88.900002,-1
89.5,-1
89.709999,-1
90.230003,1
90.040001,1
90.0,1
89.440002,1
88.510002,-1
88.75,1
88.690002,1
88.330002,1
87.860001,1
86.910004,-1
87.290001,-1
87.540001,1
87.419998,1
87.059998,1
86.989998,-1
87.980003,-1
89.769997,-1
89.919998,1
89.629997,1
89.629997,-1
90.07,1
89.790001,1
89.389999,1
88.760002,1
88.519997,1
88.489998,-1
88.529999,1
88.239998,1
87.639999,1
86.889999,1
86.730003,1
85.879997,1
85.669998,-1
85.830002,1
85.379997,1
84.269997,1
83.040001,1
82.769997,1
81.459999,1
80.269997,-1
81.809998,1
81.519997,1
81.440002,1
79.370003,1
78.599998,-1
79.470001,-1
79.830002,1
79.440002,1
78.599998,1
77.849998,1
76.529999,1
75.440002,-1
76.900002,-1
76.959999,1
75.459999,1
73.519997,1
72.160004,-1
72.25,1
70.25,1
69.290001,-1
72.769997,-1
74.610001,-1
76.550003,-1
77.839996,1
77.839996,-1
78.519997,1
77.360001,1
76.169998,-1
76.290001,1
76.25,1
75.480003,1
74.449997,1
73.879997,-1
74.580002,-1
76.150002,1
76.0,-1
76.510002,-1
77.050003,1
76.639999,1
74.760002,1
73.970001,-1
74.019997,1
73.470001,1
72.889999,1
72.720001,-1
72.940002,1
72.919998,1
71.779999,1
71.230003,-1
73.0,-1
74.059998,-1
74.449997,-1
74.550003,1
74.419998,-1
75.230003,-1
76.339996,-1
77.690002,-1
77.790001,1
76.980003,-1
77.029999,-1
78.0,1
77.82,1
77.650002,-1
77.769997,-1
78.040001,-1
78.07,1
78.050003,1
77.019997,-1
77.190002,1
77.18,1
77.080002,-1
77.279999,1
76.199997,1
75.82,1
75.419998,1
74.760002,-1
75.18,-1
75.330002,-1
76.199997,-1
76.959999,-1
77.839996,-1
79.239998,-1
80.989998,-1
81.120003,-1
81.209999,1
81.080002,-1
81.860001,1
81.519997,1
80.949997,-1
80.959999,-1
82.089996,-1
82.830002,-1
83.040001,1
82.790001,1
82.300003,-1
82.519997,1
82.07,1
81.360001,-1
81.790001,-1
82.290001,-1
82.620003,1
81.910004,1
81.860001,-1
81.910004,1
81.660004,-1
82.830002,-1
83.910004,1
83.860001,-1
84.300003,-1
84.32,-1
85.160004,-1
86.470001,-1
86.849998,-1
86.889999,1
85.949997,1
85.080002,1
84.169998,1
84.059998,-1
84.190002,-1
84.650002,1
84.279999,1
83.150002,-1
83.639999,-1
83.660004,1
83.379997,-1
83.769997,1
83.309998,1
83.120003,-1
83.43,1
83.360001,1
83.25,-1
83.510002,-1
84.220001,-1
84.389999,1
84.099998,-1
84.220001,-1
84.669998,-1
84.790001,-1
85.029999,1
84.150002,1
83.370003,1
83.239998,-1
83.470001,1
82.790001,-1
82.910004,-1
83.720001,-1
84.239998,-1
84.779999,-1
85.089996,-1
85.93,-1
87.199997,-1
87.470001,-1
88.480003,-1
88.900002,-1
89.459999,-1
89.940002,1
89.470001,-1
89.540001,-1
89.919998,-1
90.260002,1
89.800003,1
89.660004,-1
89.720001,-1
90.040001,-1
90.220001,1
89.940002,-1
90.040001,-1
90.099998,-1
90.610001,-1
91.089996,-1
92.080002,-1
92.269997,1
92.150002,1
91.150002,-1
91.800003,-1
92.349998,-1
92.379997,1
92.190002,1
91.980003,-1
92.720001,1
92.559998,-1
92.800003,-1
93.029999,-1
93.410004,-1
93.760002,-1
93.779999,-1
94.190002,-1
94.879997,-1
95.279999,-1
95.589996,1
94.889999,-1
95.209999,-1
95.879997,-1
96.419998,-1
96.43,-1
96.629997,1
96.620003,-1
96.93,-1
97.449997,-1
97.510002,1
97.389999,-1
97.910004,-1
98.43,-1
98.660004,1
98.199997,1
97.559998,1
96.739998,1
95.720001,-1
96.089996,-1
96.730003,-1
96.959999,1
96.75,-1
97.0,1
96.980003,1
96.949997,-1
97.919998,-1
98.959999,-1
99.379997,-1
99.459999,1
99.300003,-1
99.389999,-1
99.57,-1
100.709999,-1
101.209999,1
101.120003,-1
101.190002,1
101.010002,1
100.620003,1
100.279999,1
99.620003,1
99.610001,-1
99.949997,-1
100.029999,-1
100.260002,-1
100.309998,-1
100.389999,-1
100.559998,-1
100.790001,-1
101.510002,-1
101.980003,-1
102.099998,-1
102.879997,-1
102.980003,-1
103.370003,-1
103.519997,1
103.489998,-1
104.010002,1
103.610001,1
103.360001,-1
103.559998,-1
104.050003,1
103.940002,-1
104.589996,-1
104.769997,1
104.629997,1
103.949997,1
103.290001,-1
103.790001,1
103.779999,1
103.230003,1
102.870003,1
102.360001,-1
102.620003,-1
102.900002,1
102.690002,1
102.209999,1
100.690002,-1
100.830002,-1
101.07,-1
101.309998,1
100.989998,1
100.129997,1
99.470001,-1
99.589996,1
99.400002,-1
99.629997,-1
100.199997,-1
100.959999,-1
101.010002,-1
101.300003,1
101.089996,1
100.32,1
100.290001,-1
100.639999,-1
101.07,1
100.220001,-1
100.32,-1
100.519997,1
100.5,1
98.970001,1
97.870003,1
97.589996,-1
98.410004,1
98.129997,1
97.989998,1
97.739998,-1
98.82,1
98.699997,-1
99.779999,1
99.779999,1
99.760002,-1
100.040001,-1
100.339996,-1
100.690002,-1
100.82,1
99.5,1
99.220001,-1
99.279999,1
99.110001,1
98.93,-1
99.32,1
99.279999,1
99.110001,1
98.940002,1
98.139999,1
97.779999,1
97.07,1
96.019997,1
95.580002,-1
95.959999,1
94.510002,1
93.889999,-1
94.089996,-1
94.25,1
93.529999,-1
93.540001,-1
94.660004,-1
96.0,1
95.690002,-1
98.760002,-1
99.989998,1
98.599998,1
98.160004,-1
98.330002,-1
99.25,-1
100.400002,-1
100.410004,1
100.239998,-1
100.480003,1
99.519997,1
99.029999,-1
99.07,-1
99.290001,-1
100.690002,-1
101.150002,-1
101.339996,1
100.800003,1
100.419998,1
100.07,1
99.339996,-1
99.769997,1
99.660004,-1
99.959999,1
99.68,1
99.339996,1
98.470001,1
98.379997,1
98.150002,1
97.620003,-1
97.879997,-1
97.900002,-1
98.339996,-1
98.93,-1
99.209999,1
99.110001,-1
99.82,-1
100.019997,1
99.360001,1
99.209999,-1
99.57,1
99.029999,1
98.129997,1
97.790001,1
97.349998,1
97.0,1
95.650002,1
95.599998,1
95.57,1
95.099998,1
94.739998,1
93.790001,-1
93.959999,-1
94.230003,1
92.800003,-1
93.18,-1
94.910004,1
94.790001,1
94.459999,1
94.389999,-1
94.459999,1
93.410004,1
92.120003,1
92.120003,1
91.809998,-1
92.709999,-1
92.849998,1
92.129997,1
91.610001,1
90.790001,1
90.160004,-1
90.330002,-1
91.940002,-1
93.410004,-1
93.989998,-1
95.440002,-1
95.839996,-1
97.059998,1
96.510002,-1
96.870003,-1
96.919998,-1
96.959999,-1
97.690002,-1
97.970001,1
97.669998,-1
98.540001,-1
99.739998,-1
100.260002,-1
101.550003,-1
101.800003,1
101.18,1
100.739998,-1
100.949997,-1
101.949997,-1
102.209999,1
101.779999,-1
102.089996,1
101.669998,-1
102.089996,-1
103.059998,-1
103.510002,1
103.470001,1
103.32,-1
103.650002,1
103.589996,1
102.989998,-1
103.389999,-1
103.699997,-1
104.050003,1
103.879997,1
103.879997,1
103.650002,1
102.57,-1
102.699997,1
102.5,-1
103.5,-1
104.160004,1
103.940002,-1
104.010002,-1
104.68,1
104.639999,-1
104.860001,1
104.540001,-1
104.739998,-1
105.550003,-1
105.589996,1
105.080002,1
104.589996,-1
105.029999,-1
105.620003,1
105.589996,1
105.279999,-1
105.290001,-1
105.379997,-1
105.449997,-1
106.18,-1
106.190002,-1
106.57,-1
107.349998,1
107.32,-1
107.940002,-1
108.769997,-1
108.870003,-1
108.959999,1
108.940002,1
108.379997,1
107.330002,-1
107.610001,-1
107.75,1
107.5,-1
107.919998,1
107.589996,1
106.690002,-1
106.839996,-1
107.75,1
107.519997,1
107.300003,1
107.169998,1
106.489998,-1
107.199997,-1
107.480003,-1
108.120003,-1
109.0,-1
109.529999,-1
109.620003,1
109.449997,-1
109.760002,-1
110.18,1
109.910004,1
109.839996,1
109.510002,-1
109.769997,1
109.199997,1
109.040001,1
108.889999,1
108.190002,1
107.120003,1
106.889999,-1
107.050003,-1
107.669998,1
106.690002,1
106.080002,1
105.989998,-1
106.25,-1
106.629997,1
106.139999,1
104.739998,-1
105.419998,-1
105.769997,-1
106.379997,-1
106.860001,1
106.660004,-1
106.889999,-1
107.940002,-1
108.980003,-1
109.690002,-1
109.779999,-1
110.309998,-1
110.459999,-1
110.660004,1
110.349998,1
109.529999,-1
109.690002,-1
109.730003,1
108.82,1
108.209999,1
107.650002,1
107.279999,1
106.860001,-1
107.010002,-1
107.550003,-1
108.389999,-1
108.440002,1
108.360001,1
108.110001,-1
108.559998,-1
108.790001,1
108.68,1
108.269997,1
107.480003,1
107.370003,1
107.019997,1
106.82,-1
107.139999,-1
107.489998,-1
108.099998,-1
109.040001,1
108.690002,1
108.110001,1
107.32,1
106.889999,1
106.279999,-1
106.800003,1
105.879997,1
105.830002,-1
106.139999,1
105.809998,-1
106.660004,-1
107.919998,1
107.599998,1
107.529999,1
107.279999,-1
107.379997,-1
107.389999,-1
108.400002,-1
109.290001,-1
110.139999,-1
110.43,-1
110.610001,-1
110.690002,-1
110.860001,-1
111.050003,-1
111.949997,-1
112.550003,1
112.059998,1
111.660004,1
111.339996,-1
111.760002,1
111.720001,-1
112.410004,1
112.260002,1
111.019997,1
110.669998,1
110.230003,-1
110.410004,-1
110.57,-1
111.089996,-1
111.510002,1
111.230003,1
110.550003,1
110.290001,1
110.150002,1
109.510002,1
108.470001,-1
108.900002,-1
108.93,1
108.809998,1
108.610001,1
108.550003,-1
108.599998,1
108.43,-1
108.519997,1
108.050003,-1
108.120003,-1
109.660004,-1
110.349998,-1
110.550003,1
110.160004,-1
110.300003,1
110.089996,1
108.889999,-1
109.620003,-1
109.900002,-1
109.989998,1
109.5,1
108.599998,1
107.919998,1
106.769997,-1
107.5,-1
108.190002,1
108.050003,-1
109.239998,-1
110.349998,-1
110.809998,1
110.720001,-1
110.989998,1
110.620003,1
110.589996,-1
111.580002,-1
112.669998,-1
113.230003,-1
114.220001,1
113.980003,1
113.349998,-1
113.5,-1
113.730003,-1
113.900002,-1
114.949997,1
114.5,-1
115.129997,-1
115.489998,-1
115.529999,-1
116.209999,-1
116.900002,-1
117.269997,1
116.720001,1
116.470001,-1
116.519997,-1
116.669998,-1
117.379997,-1
117.769997,1
117.580002,-1
118.010002,-1
118.599998,-1
118.860001,-1
119.120003,1
118.660004,1
118.559998,1
118.239998,-1
118.260002,1
116.900002,1
116.339996,1
115.949997,1
115.110001,-1
115.830002,-1
116.300003,-1
116.93,-1
118.050003,-1
119.099998,-1
119.57,1
119.400002,-1
119.870003,1
119.849998,1
119.730003,1
119.43,-1
120.239998,1
119.300003,1
118.440002,1
118.139999,-1
118.68,-1
118.849998,1
118.779999,1
118.209999,-1
118.220001,1
116.730003,1
116.449997,1
116.010002,1
115.830002,-1
116.029999,1
114.760002,1
114.349998,1
114.230003,-1
114.449997,1
113.660004,1
113.160004,-1
114.68,-1
116.059998,-1
116.779999,1
115.099998,1
114.449997,-1
114.980003,-1
115.400002,1
114.690002,1
114.440002,1
113.160004,1
112.190002,1
110.900002,-1
111.68,1
111.050003,-1
112.279999,-1
112.68,-1
114.099998,-1
114.449997,1
114.230003,1
113.790001,-1
113.860001,-1
114.480003,-1
114.980003,1
114.120003,1
113.540001,1
112.169998,1
111.949997,1
110.489998,1
108.839996,-1
108.879997,-1
109.839996,-1
111.559998,-1
111.620003,-1
112.709999,1
111.519997,1
110.18,1
109.239998,1
108.769997,1
108.519997,-1
109.279999,-1
110.860001,-1
112.209999,-1
112.68,1
112.580002,1
112.080002,1
111.440002,1
110.940002,-1
111.540001,-1
112.169998,1
111.57,1
109.989998,1
108.339996,-1
108.889999,1
107.230003,1
106.970001,-1
107.099998,-1
108.43,-1
110.220001,-1
111.0,1
110.529999,-1
111.25,1
110.440002,1
109.540001,1
108.169998,1
105.900002,-1
106.57,1
106.43,1
105.559998,1
103.860001,1
102.730003,-1
103.580002,-1
104.07,-1
107.139999,-1
107.940002,1
107.510002,1
105.910004,1
104.949997,1
103.93,1
102.970001,-1
104.620003,1
104.309998,-1
105.839996,-1
107.029999,1
106.699997,-1
108.290001,1
107.599998,1
106.400002,1
105.099998,1
103.599998,-1
103.989998,-1
104.440002,1
103.209999,-1
103.699997,1
102.25,-1
103.300003,-1
103.620003,-1
104.690002,1
104.260002,1
102.900002,1
101.870003,1
101.779999,1
101.279999,-1
102.139999,-1
103.519997,-1
105.800003,1
105.5,1
104.089996,-1
105.669998,-1
105.720001,-1
106.349998,-1
106.550003,-1
107.139999,-1
107.519997,-1
108.139999,-1
109.639999,-1
109.849998,1
109.589996,1
109.25,1
108.220001,1
106.830002,1
106.669998,1
106.489998,-1
106.730003,1
106.550003,1
105.550003,-1
105.610001,1
104.769997,1
103.709999,1
102.709999,-1
103.010002,1
102.290001,-1
102.309998,1
101.610001,1
100.889999,1
100.529999,-1
101.910004,1
101.620003,-1
102.419998,-1
103.019997,-1
104.029999,1
103.879997,-1
104.25,-1
104.510002,-1
104.639999,-1
105.150002,1
104.760002,1
103.849998,1
103.220001,1
103.059998,-1
103.360001,-1
104.440002,1
104.150002,1
103.769997,-1
105.879997,-1
106.760002,-1
107.199997,-1
107.360001,-1
108.050003,-1
108.830002,-1
109.080002,1
108.43,1
108.209999,-1
108.790001,1
108.779999,1
108.410004,-1
109.849998,-1
110.230003,1
110.129997,1
109.220001,-1
111.089996,-1
111.440002,1
110.050003,-1
110.190002,1
109.970001,-1
110.010002,-1
110.220001,1
109.160004,-1
109.75,-1
110.269997,-1
110.5,-1
111.379997,1
111.150002,1
109.330002,1
108.290001,1
107.690002,1
107.07,1
105.519997,1
104.959999,-1
105.800003,-1
107.019997,1
105.300003,1
104.440002,1
104.360001,1
102.449997,1
102.43,-1
103.879997,1
100.709999,1
98.660004,-1
99.760002,1
99.440002,1
96.580002,1
95.699997,-1
97.650002,1
97.309998,1
95.959999,1
93.900002,1
93.589996,1
92.160004,-1
94.419998,-1
96.510002,-1
97.949997,1
96.040001,1
93.57,1
92.379997,-1
93.290001,1
92.75,-1
94.739998,-1
94.82,1
94.550003,1
93.540001,1
92.900002,-1
95.739998,-1
97.739998,1
97.540001,-1
97.550003,-1
97.68,-1
99.800003,1
98.900002,1
98.07,1
96.120003,1
93.419998,1
92.389999,-1
93.660004,1
93.419998,-1
94.230003,-1
95.669998,-1
97.300003,1
95.559998,1
95.400002,-1
96.550003,-1
97.07,1
96.82,1
96.629997,1
96.089996,1
96.010002,-1
97.059998,1
96.57,1
95.32,1
93.290001,1
93.0,-1
93.260002,-1
93.300003,1
92.330002,1
90.660004,-1
90.940002,-1
90.980003,1
90.949997,-1
92.269997,1
92.120003,-1
93.440002,-1
94.709999,-1
95.389999,1
95.029999,-1
96.0,-1
96.400002,1
96.220001,1
95.529999,1
95.529999,-1
97.32,-1
97.980003,1
96.940002,-1
97.779999,-1
98.879997,-1
99.150002,-1
99.739998,1
99.650002,1
99.279999,1
98.050003,1
97.230003,-1
97.57,1
97.339996,1
97.269997,-1
97.639999,-1
97.949997,1
96.589996,1
94.82,1
93.980003,1
93.25,-1
93.349998,-1
94.330002,1
94.330002,1
93.010002,1
92.029999,-1
92.610001,1
92.400002,1
92.120003,1
92.050003,-1
93.660004,-1
94.360001,-1
94.779999,1
93.75,1
93.379997,1
91.809998,1
90.300003,1
89.57,-1
90.18,1
90.0,-1
90.309998,-1
92.220001,1
92.089996,1
91.290001,1
91.120003,-1
91.459999,-1
91.639999,-1
92.959999,1
91.470001,1
90.660004,-1
90.690002,1
90.449997,1
89.720001,1
88.209999,1
87.860001,-1
87.910004,1
87.089996,-1
87.290001,-1
88.580002,1
88.370003,1
86.889999,-1
87.43,1
87.279999,-1
89.099998,-1
90.139999,-1
90.309998,-1
91.959999,-1
92.550003,-1
93.099998,1
92.279999,1
92.059998,-1
92.339996,1
91.300003,1
90.040001,1
89.449997,1
88.839996,1
88.209999,1
87.459999,-1
87.690002,-1
88.980003,1
87.610001,1
86.309998,1
86.0,-1
86.019997,1
84.300003,1
84.25,1
83.660004,1
81.089996,-1
81.480003,1
79.989998,1
79.889999,-1
83.150002,-1
83.779999,1
82.809998,-1
83.699997,-1
83.779999,1
83.540001,-1
83.809998,-1
84.650002,-1
84.989998,1
83.980003,1
82.400002,1
80.940002,1
80.5,1
79.309998,1
78.75,1
78.589996,-1
79.290001,-1
80.519997,-1
82.650002,1
81.57,1
80.860001,1
79.75,1
78.489998,1
76.730003,1
76.300003,1
75.669998,1
74.57,-1
74.949997,1
73.510002,1
72.800003,1
71.550003,-1
72.160004,1
70.940002,1
70.760002,1
69.989998,-1
72.150002,1
70.519997,1
68.690002,-1
70.870003,-1
71.419998,1
69.720001,1
69.239998,1
68.550003,1
66.709999,1
65.199997,-1
66.260002,-1
67.379997,-1
67.720001,-1
70.089996,-1
70.139999,1
69.419998,1
68.019997,1
67.57,1
66.459999,1
64.940002,1
63.540001,1
63.389999,1
63.380001,1
62.279999,-1
62.34,-1
64.949997,1
64.839996,-1
67.82,-1
69.790001,-1
71.139999,-1
72.739998,1
71.440002,1
70.330002,-1
71.169998,-1
72.279999,-1
73.5,1
73.129997,1
71.029999,1
70.220001,1
70.120003,1
70.089996,-1
72.830002,-1
74.309998,1
73.900002,1
73.879997,1
73.080002,-1
75.110001,1
74.75,-1
75.209999,1
74.910004,-1
75.150002,1
73.669998,1
73.349998,1
73.059998,1
71.910004,1
69.269997,1
68.199997,1
67.900002,-1
68.18,-1
68.900002,1
68.830002,-1
69.470001,-1
69.940002,-1
69.970001,1
68.110001,1
67.169998,-1
67.410004,1
66.129997,1
65.010002,-1
65.599998,-1
67.279999,-1
67.669998,1
67.449997,1
67.07,1
66.459999,-1
67.580002,-1
67.900002,1
67.650002,1
66.910004,1
65.959999,-1
66.879997,-1
67.440002,1
67.139999,-1
67.160004,-1
68.559998,-1
70.230003,-1
70.709999,-1
71.07,1
71.019997,1
70.040001,-1
71.169998,-1
72.610001,1
72.309998,1
71.68,-1
72.139999,1
72.050003,1
70.959999,-1
71.080002,1
70.699997,-1
71.739998,-1
72.07,-1
72.980003,-1
75.370003,-1
76.029999,-1
77.260002,1
76.209999,-1
76.980003,-1
77.82,1
77.610001,-1
78.949997,1
78.559998,-1
78.629997,1
78.360001,-1
78.580002,-1
79.919998,-1
81.010002,-1
81.5,1
80.93,-1
81.440002,-1
82.209999,-1
82.620003,1
81.440002,1
79.529999,-1
80.370003,-1
80.769997,-1
81.589996,-1
83.029999,-1
83.559998,-1
83.900002,1
83.690002,-1
84.300003,-1
84.949997,1
84.360001,1
83.589996,-1
83.739998,-1
84.760002,-1
86.010002,1
85.129997,1
84.339996,1
83.610001,1
83.389999,1
81.419998,-1
82.059998,-1
83.589996,-1
83.849998,1
83.360001,1
82.639999,1
82.43,1
81.510002,1
80.879997,1
80.349998,-1
80.989998,-1
82.839996,-1
83.769997,-1
84.18,-1
85.599998,-1
86.300003,-1
86.599998,-1
87.25,1
86.300003,-1
87.230003,1
87.089996,1
86.120003,1
86.040001,-1
86.620003,1
86.230003,1
85.639999,-1
87.300003,-1
88.099998,-1
89.220001,-1
90.080002,1
88.639999,-1
89.080002,-1
89.559998,-1
90.529999,-1
90.610001,-1
91.580002,-1
92.269997,1
91.410004,1
90.43,-1
90.529999,1
90.07,1
89.059998,-1
89.389999,-1
90.580002,1
90.339996,1
89.709999,1
89.68,-1
91.150002,-1
92.580002,-1
92.889999,1
92.599998,-1
92.690002,1
92.480003,1
91.209999,1
90.440002,-1
90.550003,1
90.080002,-1
90.519997,-1
91.459999,1
90.580002,1
90.389999,-1
92.019997,-1
92.610001,-1
93.620003,-1
94.190002,-1
94.620003,-1
94.809998,1
94.809998,-1
95.190002,1
94.849998,1
94.18,-1
94.360001,1
93.540001,1
93.389999,-1
94.800003,-1
94.809998,1
94.660004,-1
95.190002,-1
95.610001,1
94.610001,1
93.629997,1
93.199997,1
92.440002,1
91.449997,1
90.18,1
90.07,1
89.290001,1
88.690002,1
88.190002,-1
88.830002,1
88.75,1
87.989998,1
87.150002,1
86.230003,-1
86.25,-1
86.300003,1
86.019997,-1
86.550003,-1
87.120003,1
85.970001,1
85.599998,-1
86.360001,1
86.199997,1
84.949997,1
83.220001,1
83.07,-1
84.279999,-1
85.059998,1
83.959999,-1
84.43,-1
86.400002,-1
86.879997,1
85.480003,-1
86.029999,-1
86.199997,1
85.620003,-1
85.889999,1
84.599998,1
83.790001,1
83.449997,1
83.300003,1
82.879997,1
82.089996,-1
82.370003,-1
84.059998,-1
85.879997,1
85.07,1
84.940002,-1
85.739998,1
85.639999,-1
86.190002,1
85.029999,1
83.870003,1
82.93,-1
83.82,-1
85.949997,-1
86.879997,1
86.769997,-1
87.940002,-1
88.370003,1
88.209999,-1
89.459999,1
89.279999,1
89.230003,-1
89.370003,1
88.860001,-1
89.82,-1
90.559998,-1
90.709999,-1
91.239998,1
89.830002,1
89.730003,-1
90.510002,1
89.389999,1
89.309998,1
89.040001,1
88.089996,-1
88.510002,-1
89.150002,-1
89.550003,1
89.330002,-1
89.339996,-1
89.870003,-1
91.190002,1
91.040001,1
90.970001,-1
91.459999,1
91.0,1
89.980003,1
89.639999,1
89.529999,-1
89.699997,-1
90.709999,-1
90.940002,-1
91.239998,1
90.669998,1
89.330002,1
87.599998,-1
87.839996,1
86.82,-1
87.07,-1
87.300003,-1
88.080002,1
87.800003,-1
87.830002,-1
88.089996,-1
88.93,-1
89.150002,-1
89.43,1
88.800003,1
88.139999,-1
88.730003,-1
89.459999,-1
90.25,1
90.129997,1
89.769997,-1
90.190002,-1
90.900002,-1
92.580002,-1
93.529999,-1
93.949997,-1
94.580002,-1
94.949997,-1
96.330002,1
95.57,-1
97.129997,1
96.610001,-1
97.0,-1
98.32,-1
98.860001,1
98.239998,1
98.040001,-1
99.209999,-1
99.68,1
99.07,1
98.529999,-1
100.110001,-1
100.860001,-1
100.870003,-1
101.18,-1
101.910004,1
100.389999,1
99.459999,-1
99.620003,-1
100.470001,-1
100.769997,1
100.25,1
99.669998,1
99.050003,-1
99.849998,-1
101.410004,-1
102.099998,1
101.610001,-1
102.029999,1
101.690002,1
100.110001,1
99.709999,-1
100.019997,-1
100.580002,1
99.980003,1
98.919998,-1
99.110001,-1
100.190002,-1
100.580002,-1
100.940002,-1
101.889999,1
100.860001,1
99.800003,-1
100.919998,1
100.860001,1
100.449997,-1
100.580002,-1
100.709999,-1
102.239998,-1
103.419998,1
102.849998,1
102.849998,1
102.410004,1
102.010002,-1
102.769997,1
102.239998,-1
102.25,-1
103.510002,1
103.360001,1
102.209999,1
101.279999,1
100.349998,1
100.199997,-1
101.050003,1
100.309998,-1
100.669998,-1
101.440002,-1
102.870003,-1
103.32,1
102.980003,1
102.290001,-1
102.43,1
101.860001,-1
102.129997,1
102.129997,1
101.639999,1
100.919998,-1
101.459999,1
100.879997,-1
101.160004,-1
101.879997,-1
103.099998,1
102.949997,1
102.769997,1
102.160004,1
101.339996,1
101.089996,-1
101.260002,1
101.18,-1
102.0,1
101.260002,1
99.440002,-1
99.489998,1
99.339996,-1
99.379997,-1
100.18,1
99.849998,-1
100.220001,1
100.129997,1
99.150002,1
98.629997,-1
98.800003,1
98.739998,-1
99.559998,-1
100.919998,-1
101.949997,1
101.459999,-1
102.010002,-1
103.610001,-1
103.760002,-1
104.279999,1
103.470001,1
103.25,-1
103.790001,1
103.720001,1
103.43,-1
103.860001,-1
104.279999,1
103.589996,-1
104.110001,1
103.540001,-1
103.830002,-1
103.980003,-1
104.980003,-1
105.900002,1
105.669998,-1
105.949997,1
105.199997,1
104.68,1
104.290001,1
103.720001,-1
103.82,-1
103.93,-1
104.059998,-1
104.07,1
103.480003,1
103.050003,1
102.93,-1
103.440002,1
103.190002,-1
104.139999,-1
104.43,1
103.849998,1
103.790001,1
103.489998,-1
104.410004,1
104.059998,-1
104.220001,-1
104.25,-1
104.43,-1
104.800003,1
104.559998,1
103.389999,1
102.370003,1
101.959999,1
101.269997,-1
102.029999,1
101.32,-1
101.480003,-1
102.07,-1
102.910004,-1
104.059998,1
103.919998,-1
104.300003,-1
105.029999,1
104.940002,1
104.400002,-1
104.650002,1
104.290001,1
103.940002,-1
104.25,-1
105.339996,-1
106.269997,-1
106.32,-1
107.830002,1
107.459999,1
106.919998,1
106.800003,-1
107.269997,1
105.919998,1
105.370003,1
105.239998,1
104.169998,1
104.029999,1
103.230003,1
102.970001,-1
103.540001,1
102.559998,1
101.639999,1
100.809998,-1
102.120003,1
100.849998,-1
100.879997,-1
101.470001,1
101.449997,-1
101.739998,1
100.769997,1
99.959999,-1
100.07,-1
101.059998,-1
101.760002,1
101.610001,-1
102.900002,-1
103.099998,1
101.919998,-1
102.410004,1
100.82,1
99.599998,1
99.32,1
98.809998,-1
99.639999,1
99.239998,-1
99.900002,-1
100.040001,-1
100.610001,-1
101.889999,-1
101.919998,-1
102.589996,1
101.959999,-1
102.410004,-1
103.150002,1
102.440002,1
102.099998,-1
102.489998,1
102.120003,-1
102.760002,-1
103.559998,1
103.489998,-1
104.080002,-1
104.510002,-1
104.699997,1
104.629997,-1
105.07,-1
105.139999,1
104.800003,1
104.260002,1
103.650002,-1
104.220001,-1
104.709999,-1
104.839996,-1
106.059998,-1
106.769997,1
106.339996,-1
106.879997,-1
107.459999,1
107.0,1
105.699997,1
104.760002,-1
105.019997,1
105.010002,-1
105.199997,1
104.120003,1
103.400002,-1
104.199997,1
104.010002,1
103.730003,1
103.32,-1
103.849998,1
102.970001,-1
103.32,1
103.25,1
103.129997,1
102.339996,1
101.790001,-1
101.93,-1
102.029999,-1
102.540001,1
102.360001,1
101.849998,-1
101.879997,-1
101.889999,1
101.599998,1
100.730003,-1
100.82,1
100.220001,-1
100.739998,-1
101.040001,-1
101.5,1
100.919998,1
100.489998,1
100.489998,1
100.190002,1
99.599998,1
99.480003,-1
99.82,-1
100.660004,1
100.389999,-1
100.879997,-1
101.199997,-1
101.25,1
100.870003,1
100.099998,-1
100.669998,1
100.650002,-1
101.419998,-1
101.980003,-1
102.169998,1
102.080002,1
101.860001,1
101.309998,1
101.0,1
100.199997,1
99.699997,1
99.059998,1
99.0,-1
99.690002,1
98.540001,1
98.419998,-1
99.209999,1
98.230003,1
98.010002,1
97.910004,-1
98.349998,-1
98.879997,-1
100.150002,-1
100.160004,-1
101.0,-1
101.040001,1
100.540001,1
100.07,-1
100.400002,1
99.75,1
98.440002,1
97.150002,1
97.110001,-1
97.959999,-1
98.199997,-1
98.440002,-1
98.93,-1
99.43,-1
99.959999,-1
100.110001,1
99.489998,1
99.18,-1
99.470001,1
98.779999,1
98.730003,-1
99.029999,-1
99.470001,-1
99.769997,-1
100.300003,1
99.879997,1
99.449997,1
98.150002,1
97.669998,1
96.769997,-1
97.010002,1
96.269997,1
96.120003,-1
96.93,1
96.739998,-1
97.690002,1
97.230003,-1
97.730003,-1
98.199997,1
98.139999,-1
98.459999,-1
98.739998,-1
99.860001,1
99.610001,-1
99.849998,-1
99.970001,-1
100.419998,-1
100.739998,1
100.459999,-1
100.620003,-1
101.190002,1
100.980003,1
100.139999,1
100.110001,-1
100.480003,1
100.099998,1
100.089996,1
99.580002,-1
99.93,1
99.790001,1
99.550003,1
99.449997,-1
99.589996,-1
100.18,-1
100.949997,-1
101.790001,1
